hand_strength,preflop_street,preflop_position,preflop_pot_size,preflop_stack_size,preflop_num_players,flop_street,flop_position,flop_pot_size,flop_stack_size,flop_num_players,turn_street,turn_position,turn_pot_size,turn_stack_size,turn_num_players,river_street,river_position,river_pot_size,river_stack_size,river_num_players,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,action_24,action_25,action_26,action_27,action_28,action_29,action_30,action_31,action_32,action_33,action_34,action_35,action_36,action_37,action_38,action_39
2,0,1,349,4390,6,1,5,892,957,6,2,4,980,3083,6,3,5,925,4073,9,2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
2,0,1,892,4234,9,1,8,335,2249,8,2,8,619,103,9,3,4,289,3750,4,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,2,1,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,8,961,869,7,1,6,588,4068,4,2,6,758,1826,3,3,8,688,3854,5,6,6,6,6,-1,-1,-1,-1,-1,-1,1,0,3,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1
2,0,3,309,3107,6,1,2,327,127,8,2,5,926,967,2,3,7,603,932,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,1,216,125,4,1,8,693,2170,2,2,5,38,2397,6,3,4,541,3256,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,-1,-1,-1,-1,-1,-1,-1
2,0,8,111,926,6,1,8,903,918,6,2,7,129,1281,7,3,3,50,863,7,0,0,1,1,-1,-1,-1,-1,-1,-1,1,2,2,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,-1
2,0,3,535,2801,2,1,7,939,4491,7,2,2,513,4021,2,3,5,181,4358,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,-1,-1,1,2,2,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,7,760,861,7,1,0,354,1329,2,2,5,379,4227,4,3,6,22,1622,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,565,4767,3,1,0,648,1582,6,2,5,390,3258,9,3,0,239,2453,5,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,718,336,4,1,2,106,395,4,2,6,204,2910,5,3,7,956,1847,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,-1,-1,0,2,1,-1,-1,-1,-1,-1,-1,-1
1,0,2,207,1269,8,1,7,742,1679,5,2,5,876,3287,7,3,3,90,3456,4,7,6,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,3,1,1,-1,-1,-1,-1,-1,-1,4,3,4,1,-1,-1,-1,-1,-1,-1
3,0,2,926,396,2,1,4,582,3793,5,2,4,222,2977,5,3,6,281,4390,7,2,6,0,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,0,0,3,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,474,3190,9,1,6,125,3830,7,2,7,831,1167,3,3,3,65,2469,6,0,1,2,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,-1,-1,-1,-1,-1,-1
2,0,8,812,2570,9,1,2,458,2994,6,2,0,565,170,9,3,3,561,3492,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,7,201,3818,9,1,7,244,4957,7,2,1,550,1651,5,3,8,842,1614,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1
2,0,3,563,949,9,1,5,740,3735,5,2,4,947,4043,6,3,6,868,3412,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1
3,0,3,716,1461,2,1,5,560,222,6,2,5,574,1522,3,3,0,212,1751,5,2,0,6,0,-1,-1,-1,-1,-1,-1,3,1,1,1,-1,-1,-1,-1,-1,-1,3,0,3,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1
1,0,2,60,3141,6,1,8,997,364,4,2,5,371,2610,3,3,0,361,690,6,2,7,7,-1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,-1,-1,-1,3,4,4,-1,-1,-1,-1,-1,-1,-1,1,1,4,1,-1,-1,-1,-1,-1,-1
3,0,3,504,3039,4,1,6,40,3458,7,2,0,207,1329,9,3,1,333,1390,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,-1,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1
2,0,4,691,420,9,1,0,858,4240,7,2,8,705,3556,2,3,6,532,3902,2,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,-1
3,0,2,149,1792,2,1,6,614,2833,6,2,8,738,418,2,3,3,49,4701,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,0,3,-1,-1,-1,-1,-1,-1,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,5,765,4522,5,1,6,189,2225,3,2,2,563,2606,9,3,2,115,4902,3,7,8,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,5,4,5,-1,-1,-1,-1,-1,-1,4,5,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,894,1618,6,1,4,198,569,2,2,8,225,4590,3,3,0,413,586,5,6,6,6,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,3,90,1339,7,1,1,725,3711,9,2,4,10,3392,4,3,7,641,4504,8,6,6,6,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,2,207,1137,2,1,2,773,2845,9,2,6,536,678,6,3,5,822,4731,7,6,7,6,2,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1
2,0,7,599,2852,2,1,0,178,1339,2,2,0,830,1048,7,3,2,628,1673,4,1,0,2,0,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,7,302,3326,8,1,0,404,1048,8,2,6,47,564,9,3,8,458,2225,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1
3,0,8,669,2437,8,1,5,396,2504,9,2,4,573,4085,9,3,8,300,4402,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,-1,-1,0,3,1,-1,-1,-1,-1,-1,-1,-1
1,0,3,337,1134,7,1,3,146,2918,7,2,4,681,2099,3,3,0,433,1568,7,7,7,7,6,-1,-1,-1,-1,-1,-1,1,4,4,3,-1,-1,-1,-1,-1,-1,3,4,4,-1,-1,-1,-1,-1,-1,-1,4,1,3,4,-1,-1,-1,-1,-1,-1
1,0,7,148,2455,7,1,2,32,1723,8,2,8,915,3584,5,3,4,559,2826,3,6,7,2,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,3,3,1,1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,2,481,1898,5,1,6,510,3215,9,2,7,82,2498,7,3,4,391,4276,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,6,553,1116,8,1,2,559,776,8,2,3,141,3333,5,3,1,912,1212,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,-1,-1,-1,-1,-1,-1
0,0,2,917,3042,9,1,3,949,2084,7,2,6,754,3756,6,3,0,438,1842,4,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,4,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,1,480,3998,9,1,0,384,4093,3,2,5,819,4338,7,3,4,882,495,4,6,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,-1,-1,-1,-1,-1,-1,-1
2,0,7,402,4724,4,1,6,22,4601,9,2,2,701,2367,2,3,0,833,1074,8,2,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,0,-1,-1,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,-1
3,0,8,222,4176,4,1,6,951,1134,7,2,3,848,3946,4,3,7,85,4340,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,-1,-1,-1,-1,-1,-1,-1
2,0,4,85,880,5,1,4,452,1594,5,2,7,509,4353,2,3,7,685,1028,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1
3,0,7,312,2937,3,1,5,274,4721,6,2,4,642,3129,8,3,1,245,3250,5,2,6,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,3,-1,-1,-1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,-1,0,0,3,-1,-1,-1,-1,-1,-1,-1
2,0,1,843,1681,6,1,1,747,4083,2,2,8,541,4526,6,3,2,17,2180,9,2,1,2,0,-1,-1,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,-1,-1,0,2,2,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,3,663,2257,3,1,6,751,2111,9,2,1,231,506,3,3,7,139,2416,9,0,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,-1,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,-1
3,0,1,101,1777,5,1,5,645,1309,7,2,0,556,214,8,3,1,348,1156,3,0,2,2,6,-1,-1,-1,-1,-1,-1,3,3,3,1,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1
2,0,7,221,1212,4,1,7,902,2397,7,2,3,965,2643,4,3,2,682,491,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1
2,0,5,214,1939,3,1,8,620,160,9,2,4,476,3712,4,3,7,549,3960,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,0,-1,-1,-1,-1,-1,-1
2,0,4,892,3736,5,1,7,68,3453,4,2,2,199,1798,9,3,4,497,1392,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,2,-1,-1,-1,-1,-1,-1,0,2,0,-1,-1,-1,-1,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,-1
2,0,3,707,1382,4,1,2,615,2420,4,2,7,342,4353,5,3,2,256,2005,5,0,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1
2,0,5,976,1445,7,1,8,773,4540,7,2,3,502,660,9,3,4,714,3344,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,-1,-1,-1,-1,-1,-1,1,0,2,2,-1,-1,-1,-1,-1,-1,0,0,2,0,-1,-1,-1,-1,-1,-1
2,0,3,365,3640,5,1,8,350,2899,5,2,2,636,3416,5,3,8,392,2954,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,968,1937,6,1,2,835,845,5,2,7,561,4810,8,3,0,41,3732,7,6,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
3,0,4,709,653,2,1,4,39,3083,9,2,4,171,2817,5,3,6,736,4200,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,0,-1,-1,-1,-1,-1,-1,1,3,3,0,-1,-1,-1,-1,-1,-1
2,0,0,191,2187,2,1,2,130,1816,4,2,8,768,2187,9,3,4,19,922,6,1,0,2,2,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1
2,0,2,569,1503,2,1,3,858,1665,4,2,1,972,360,5,3,1,619,4722,4,1,2,2,-1,-1,-1,-1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,3,996,2796,2,1,5,920,660,5,2,1,548,3262,8,3,8,68,1770,6,7,6,2,-1,-1,-1,-1,-1,-1,-1,3,4,4,-1,-1,-1,-1,-1,-1,-1,1,4,4,-1,-1,-1,-1,-1,-1,-1,3,3,4,-1,-1,-1,-1,-1,-1,-1
1,0,3,70,3754,7,1,0,691,3705,3,2,6,299,2887,3,3,4,343,3859,4,6,2,6,-1,-1,-1,-1,-1,-1,-1,3,1,3,3,-1,-1,-1,-1,-1,-1,4,4,3,1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,8,433,1202,2,1,5,933,3443,4,2,1,789,2193,9,3,6,753,190,8,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,1,635,1057,6,1,4,817,475,7,2,7,797,4534,9,3,2,107,1708,3,2,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1
1,0,2,878,4103,9,1,3,24,3550,2,2,4,612,3822,5,3,5,414,921,3,2,2,2,2,-1,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,322,4571,2,1,3,914,2046,7,2,2,989,2535,6,3,8,375,3559,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,1,603,3671,8,1,1,65,836,3,2,3,131,2164,5,3,8,944,1921,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,-1,-1,-1,-1,-1,-1,-1
2,0,6,371,189,4,1,0,981,3677,8,2,4,239,2338,3,3,6,586,4758,7,1,2,2,0,-1,-1,-1,-1,-1,-1,0,0,2,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1
1,0,2,883,2607,4,1,8,312,3278,3,2,1,706,4927,8,3,1,58,1728,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,564,2433,8,1,2,188,3847,6,2,6,765,2445,8,3,5,103,4878,4,0,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1
1,0,7,306,3411,8,1,3,379,4021,3,2,6,978,2166,3,3,8,876,4047,8,6,7,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,3,-1,-1,-1,-1,-1,-1,4,4,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,2,963,3686,9,1,6,21,1221,4,2,0,838,4213,3,3,5,765,3004,7,0,2,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1
3,0,0,81,984,2,1,5,936,4503,8,2,4,408,2308,5,3,8,735,4837,2,2,6,2,6,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,706,1228,5,1,2,415,1953,8,2,7,470,2348,8,3,5,430,4435,6,2,0,0,2,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,3,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1
0,0,3,245,3240,3,1,7,638,3696,2,2,0,602,967,8,3,7,925,489,6,8,7,9,7,-1,-1,-1,-1,-1,-1,9,4,9,4,-1,-1,-1,-1,-1,-1,9,9,5,-1,-1,-1,-1,-1,-1,-1,5,9,4,-1,-1,-1,-1,-1,-1,-1
3,0,5,193,3403,9,1,6,96,694,7,2,6,685,1946,3,3,0,763,2484,2,6,6,6,6,-1,-1,-1,-1,-1,-1,1,1,3,3,-1,-1,-1,-1,-1,-1,1,1,3,3,-1,-1,-1,-1,-1,-1,1,1,1,3,-1,-1,-1,-1,-1,-1
2,0,4,438,1108,9,1,4,941,2181,7,2,7,655,4194,2,3,2,352,250,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1
3,0,8,251,3297,5,1,6,68,3186,5,2,4,644,4140,4,3,6,765,127,2,6,6,2,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,4,502,3651,3,1,1,976,2739,4,2,2,112,2235,6,3,1,472,1740,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,0,-1,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,4,631,1931,2,1,8,156,1793,7,2,2,314,4252,8,3,3,651,1771,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,3,1,3,-1,-1,-1,-1,-1,-1,3,0,3,-1,-1,-1,-1,-1,-1,-1
2,0,6,282,4511,9,1,8,272,2722,5,2,1,17,4618,5,3,6,679,2738,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1
3,0,0,433,2348,9,1,0,203,461,3,2,8,629,4882,5,3,0,998,4479,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,1,-1,-1,-1,-1,-1,-1,-1,1,3,0,-1,-1,-1,-1,-1,-1,-1
2,0,0,818,919,7,1,6,742,1658,7,2,1,56,2934,5,3,4,49,1449,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,-1,-1,-1,-1,-1,-1,-1
2,0,2,820,3667,4,1,5,106,2498,7,2,5,807,2950,7,3,7,934,502,4,2,2,2,1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1
1,0,1,487,1134,7,1,0,169,2249,2,2,0,289,359,5,3,4,886,4536,6,2,7,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1
2,0,8,283,4535,4,1,5,909,2614,9,2,8,921,4302,6,3,0,817,815,9,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
1,0,0,408,2266,5,1,2,139,3571,8,2,6,339,258,3,3,5,325,3670,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,1,-1,-1,-1,-1,-1,-1,-1,4,3,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,2,48,2851,6,1,1,509,3561,9,2,5,385,1591,3,3,6,528,1851,8,0,1,2,2,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,6,566,882,8,1,5,529,3839,3,2,8,131,1675,7,3,6,185,1103,4,0,2,1,2,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0,834,896,6,1,4,936,3089,8,2,4,36,3947,4,3,6,123,318,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1
2,0,3,81,3095,8,1,0,650,2848,7,2,5,509,2893,8,3,6,380,4463,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,4,20,4757,2,1,8,838,2687,3,2,8,437,4468,6,3,2,481,2617,3,6,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,-1,-1,-1,-1,-1,-1,-1,3,3,0,-1,-1,-1,-1,-1,-1,-1,1,3,3,0,-1,-1,-1,-1,-1,-1
2,0,5,446,1224,9,1,2,510,1285,2,2,6,884,3927,8,3,4,459,3937,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1
3,0,6,916,4475,5,1,7,688,4013,5,2,8,188,1188,9,3,8,788,3343,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,4,428,4270,8,1,5,304,2167,5,2,0,391,3216,5,3,4,29,3667,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,0,-1,-1,-1,-1,-1,-1
1,0,3,471,4966,7,1,3,370,956,9,2,5,847,3301,4,3,4,833,4554,2,7,7,6,-1,-1,-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,1,-1,-1,-1,-1,-1,-1,4,1,3,4,-1,-1,-1,-1,-1,-1
1,0,1,662,1641,6,1,3,327,2107,8,2,1,133,2430,2,3,4,953,1831,7,6,7,7,-1,-1,-1,-1,-1,-1,-1,4,3,1,-1,-1,-1,-1,-1,-1,-1,4,4,1,3,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1
