hand_strength,preflop_street,preflop_position,preflop_pot_size,preflop_stack_size,preflop_num_players,flop_street,flop_position,flop_pot_size,flop_stack_size,flop_num_players,turn_street,turn_position,turn_pot_size,turn_stack_size,turn_num_players,river_street,river_position,river_pot_size,river_stack_size,river_num_players,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,action_24,action_25,action_26,action_27,action_28,action_29,action_30,action_31,action_32,action_33,action_34,action_35,action_36,action_37,action_38,action_39
2,0,8,633,3184,9,1,6,221,1664,3,2,3,706,4325,3,3,6,802,1667,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,-1
2,0,2,141,1099,6,1,7,269,3516,8,2,6,125,4093,6,3,1,145,2804,6,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,-1,-1
0,0,0,701,3659,4,1,5,483,2839,8,2,6,381,1204,2,3,6,800,4280,3,7,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,-1,-1,-1,-1,-1,-1,-1,4,9,9,-1,-1,-1,-1,-1,-1,-1
2,0,2,324,1130,9,1,4,255,2389,5,2,7,282,4934,4,3,0,841,4544,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,7,685,3237,7,1,8,23,3100,7,2,7,868,4550,6,3,4,356,621,7,6,6,-1,-1,-1,-1,-1,-1,-1,-1,1,4,1,4,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,4,4,-1,-1,-1,-1,-1,-1
2,0,3,333,1380,6,1,3,255,1100,6,2,6,87,3155,2,3,8,666,2460,9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,1,-1,-1,-1,-1,-1,-1
1,0,5,414,983,8,1,6,630,4541,7,2,4,578,4872,6,3,3,175,2474,6,2,6,-1,-1,-1,-1,-1,-1,-1,-1,4,3,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,-1,-1,-1,-1,-1,-1,-1
2,0,5,318,3272,8,1,0,550,2448,8,2,7,127,4477,7,3,7,840,4192,9,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,7,148,1173,4,1,5,24,4593,9,2,8,916,4211,3,3,6,243,860,6,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,-1,-1,-1,-1,-1,-1,-1
1,0,2,292,2515,2,1,2,650,3861,5,2,6,308,3003,6,3,2,865,2349,3,7,6,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,4,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1
2,0,5,472,2105,3,1,8,224,118,6,2,3,244,1136,7,3,3,489,3036,4,2,0,0,-1,-1,-1,-1,-1,-1,-1,2,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,3,225,4272,4,1,0,294,2894,3,2,2,771,4189,5,3,8,755,3343,4,6,2,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,1,610,2898,5,1,2,128,924,4,2,5,200,261,5,3,7,481,4481,9,2,6,2,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,-1,-1,-1,-1,-1,-1
3,0,1,272,337,6,1,6,712,2610,7,2,0,80,346,4,3,1,68,1402,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1
1,0,8,579,3463,7,1,2,657,3346,4,2,0,444,1532,6,3,5,469,611,2,2,6,6,-1,-1,-1,-1,-1,-1,-1,1,3,4,4,-1,-1,-1,-1,-1,-1,4,1,4,3,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0,486,2590,9,1,7,955,3249,5,2,3,974,460,4,3,5,480,110,6,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0,927,3156,9,1,8,375,3071,3,2,0,461,1947,9,3,8,606,3347,5,0,2,0,2,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,2,-1,-1,-1,-1,-1,-1
1,0,0,337,154,9,1,1,894,4458,8,2,2,826,2451,6,3,5,440,2746,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,3,-1,-1,-1,-1,-1,-1,1,4,1,4,-1,-1,-1,-1,-1,-1,1,3,4,-1,-1,-1,-1,-1,-1,-1
2,0,6,180,2298,5,1,5,55,2384,7,2,4,611,3994,6,3,3,463,3188,3,1,0,1,2,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1
3,0,4,26,4811,7,1,0,784,113,5,2,8,978,2755,4,3,4,53,1331,9,6,2,0,6,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,0,-1,-1,-1,-1,-1,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1
2,0,7,409,3742,4,1,7,782,377,9,2,0,141,3180,2,3,4,566,3869,7,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,-1,-1,-1,-1,-1,-1
2,0,6,821,4514,7,1,7,786,1677,2,2,2,121,3024,5,3,6,926,1790,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,5,243,3843,6,1,0,205,1086,5,2,2,997,1343,6,3,3,324,1899,6,7,8,8,7,-1,-1,-1,-1,-1,-1,5,5,9,9,-1,-1,-1,-1,-1,-1,9,5,5,9,-1,-1,-1,-1,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1
2,0,3,416,398,7,1,5,72,3854,5,2,8,188,1447,9,3,6,553,1188,5,0,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,275,341,8,1,1,706,3138,2,2,4,956,4699,9,3,4,918,4810,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
3,0,6,121,3630,6,1,4,162,625,9,2,3,439,524,9,3,2,632,3591,5,2,6,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1
2,0,6,101,2448,7,1,8,53,2700,7,2,8,263,221,6,3,5,636,4328,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,-1,-1,-1,-1,-1,-1,1,2,0,2,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,286,1883,5,1,2,271,1590,9,2,0,58,2503,6,3,1,257,2253,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,-1,-1,-1,-1,-1,-1
2,0,1,634,2312,3,1,7,624,1384,3,2,4,41,1447,3,3,8,286,3144,6,1,0,2,2,-1,-1,-1,-1,-1,-1,2,0,0,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,6,580,2866,3,1,2,328,1659,9,2,3,167,3821,2,3,8,107,2474,7,2,0,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,7,93,3718,7,1,4,141,2187,8,2,5,513,2241,6,3,8,209,554,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,538,2642,4,1,0,74,4640,4,2,4,262,2903,6,3,3,280,4522,5,2,0,2,2,-1,-1,-1,-1,-1,-1,1,0,1,2,-1,-1,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1
3,0,7,150,4048,3,1,1,795,2040,9,2,0,545,1920,4,3,2,944,786,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,3,-1,-1,-1,-1,-1,-1
3,0,6,822,561,8,1,8,229,3656,6,2,3,447,3270,4,3,3,878,2161,8,6,2,0,0,-1,-1,-1,-1,-1,-1,0,1,0,3,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,0,-1,-1,-1,-1,-1,-1
2,0,6,930,2267,8,1,5,281,3662,5,2,4,458,4722,9,3,2,742,311,5,1,0,0,2,-1,-1,-1,-1,-1,-1,0,0,2,0,-1,-1,-1,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,-1
3,0,1,799,3419,8,1,8,846,2051,9,2,3,394,1444,6,3,7,152,1399,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,-1,-1,-1,-1,-1,-1,-1
1,0,3,150,1648,6,1,6,233,4811,3,2,7,825,4151,2,3,4,621,4078,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,751,3832,9,1,3,921,3309,7,2,6,295,1194,7,3,5,516,4674,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,3,0,0,1,-1,-1,-1,-1,-1,-1
3,0,2,232,364,5,1,0,321,2738,9,2,2,799,668,4,3,0,576,2553,9,6,6,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,-1,-1
3,0,6,471,182,7,1,5,465,1628,2,2,4,550,4000,4,3,5,131,2990,4,2,0,6,-1,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,0,-1,-1,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,-1,-1,-1
2,0,1,484,1488,2,1,2,459,1098,2,2,7,726,2099,4,3,6,827,1562,6,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,2,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,812,1822,9,1,1,504,756,4,2,2,536,2192,4,3,6,610,1822,3,0,2,0,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,4,847,4804,6,1,2,199,147,7,2,3,573,2175,2,3,2,702,4505,9,2,0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,-1,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,-1,-1
2,0,7,485,4074,6,1,5,213,3114,2,2,1,359,4463,7,3,3,29,275,9,0,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,-1
2,0,2,341,2699,6,1,1,360,3452,8,2,3,569,2608,5,3,7,608,3010,2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1
3,0,6,185,459,4,1,6,444,4892,6,2,4,337,3590,4,3,7,121,1718,4,0,2,2,0,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,3,982,2804,4,1,3,170,3263,8,2,7,818,3463,9,3,1,330,180,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,7,388,3872,2,1,3,241,3816,7,2,7,823,601,3,3,3,220,4637,3,7,2,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,-1,-1,-1,-1,-1,-1,-1
1,0,8,658,4958,9,1,4,596,3969,5,2,4,888,230,7,3,7,173,725,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,4,4,-1,-1,-1,-1,-1,-1,1,1,1,4,-1,-1,-1,-1,-1,-1
2,0,6,569,4068,4,1,4,685,3731,7,2,3,316,3280,8,3,6,609,1770,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,-1
3,0,6,191,1367,4,1,0,799,4934,6,2,1,532,4876,3,3,4,732,3679,7,2,2,2,2,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,3,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,2,545,2428,7,1,2,336,2280,4,2,1,898,415,5,3,1,29,3987,3,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,5,429,3709,4,1,8,149,3561,6,2,8,311,3598,9,3,7,54,2054,5,2,6,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,0,0,-1,-1,-1,-1,-1,-1
1,0,7,341,4711,7,1,1,257,2033,7,2,5,828,2330,8,3,6,917,3972,7,7,7,2,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,2,698,267,9,1,7,565,946,6,2,8,754,2472,8,3,7,45,4757,7,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,-1,-1,-1,-1
3,0,7,73,2423,4,1,4,677,967,7,2,3,152,4093,9,3,2,53,1073,5,0,6,0,-1,-1,-1,-1,-1,-1,-1,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1
3,0,4,550,4628,7,1,3,436,2932,2,2,8,519,4836,9,3,1,407,272,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,0,3,-1,-1,-1,-1,-1,-1
2,0,3,470,4636,9,1,3,618,487,8,2,8,352,2112,6,3,7,851,1031,9,2,0,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1
2,0,8,427,1307,7,1,4,530,4034,8,2,1,80,3713,4,3,5,260,1157,4,1,1,0,2,-1,-1,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,7,738,3784,7,1,8,520,4019,5,2,7,336,1124,8,3,3,586,3018,2,6,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,5,960,3809,2,1,2,156,3532,2,2,1,507,4452,2,3,4,732,3329,6,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,-1,-1,-1,-1,-1,-1
1,0,3,828,3552,7,1,4,435,2178,9,2,8,395,3110,7,3,4,122,2458,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,1,-1,-1,-1,-1,-1,-1,-1,1,4,1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0,450,3415,4,1,4,473,2879,6,2,7,412,4357,9,3,2,173,3216,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,725,538,5,1,0,148,2839,8,2,5,801,4707,5,3,6,819,1036,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,7,410,3175,5,1,4,983,4466,4,2,5,679,2693,5,3,6,392,4256,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,2,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1
3,0,5,251,3169,6,1,5,344,1833,6,2,2,901,4413,9,3,0,165,4160,6,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,690,2033,4,1,0,347,3232,2,2,2,378,1552,5,3,8,903,711,5,0,0,2,0,-1,-1,-1,-1,-1,-1,1,0,0,2,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,-1,-1,-1,-1,-1,-1,-1
3,0,1,470,2286,9,1,5,521,4376,4,2,6,865,3611,3,3,3,393,3857,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,3,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1
3,0,5,771,1362,4,1,5,500,4541,2,2,8,95,1603,2,3,4,64,4237,7,6,0,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,-1,-1,-1,-1,-1,-1,-1,3,1,3,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,2,654,3008,5,1,0,39,595,4,2,8,23,1685,4,3,0,684,3051,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,3,-1,-1,-1,-1,-1,-1,1,4,4,-1,-1,-1,-1,-1,-1,-1
2,0,0,592,3867,3,1,5,705,906,7,2,7,716,2483,9,3,4,39,4655,8,1,2,2,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,608,3003,3,1,3,851,3931,9,2,4,797,3663,9,3,0,779,2706,8,7,8,9,-1,-1,-1,-1,-1,-1,-1,9,5,-1,-1,-1,-1,-1,-1,-1,-1,5,4,5,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,4,485,4192,8,1,2,905,349,9,2,0,726,2972,9,3,6,206,3403,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,3,957,729,5,1,1,363,4589,2,2,3,377,1733,2,3,3,505,4433,7,6,0,6,0,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1
2,0,6,959,696,8,1,5,810,4362,3,2,1,58,4399,9,3,0,594,750,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,-1,-1,-1,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1
3,0,5,955,2779,2,1,1,273,788,3,2,4,105,4451,4,3,1,390,3655,3,6,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0,962,2053,8,1,0,589,861,2,2,6,688,1681,7,3,0,835,4266,6,0,0,2,0,-1,-1,-1,-1,-1,-1,0,0,2,2,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,5,709,210,2,1,8,684,1679,6,2,0,301,4553,6,3,0,271,2252,5,6,2,0,-1,-1,-1,-1,-1,-1,-1,3,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1
2,0,7,459,4558,6,1,7,961,996,4,2,5,928,2025,6,3,0,626,4259,3,0,2,0,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0,129,4915,9,1,0,895,922,8,2,8,709,1295,2,3,1,827,716,8,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,633,3645,8,1,2,32,3468,3,2,2,90,2313,8,3,1,645,3096,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,1,-1,-1,-1,-1,-1,-1
3,0,4,214,4081,6,1,4,399,1067,9,2,2,17,3086,4,3,7,233,4360,4,0,2,0,0,-1,-1,-1,-1,-1,-1,3,0,0,0,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,8,570,3293,4,1,8,730,1491,7,2,3,103,3302,8,3,4,324,4277,5,7,2,6,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,1,-1,-1,-1,-1,-1,-1,-1
1,0,2,987,4850,5,1,5,106,4033,8,2,5,496,4689,6,3,0,834,3175,7,7,2,2,-1,-1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,-1,-1,-1,-1,-1,-1
2,0,1,102,3888,3,1,1,95,2357,4,2,7,82,4991,8,3,8,975,1756,9,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1
3,0,5,386,341,3,1,3,802,499,4,2,2,780,956,8,3,4,498,571,2,0,0,2,0,-1,-1,-1,-1,-1,-1,3,0,3,1,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,-1,-1
2,0,6,524,1321,9,1,0,848,174,2,2,0,293,1785,4,3,8,284,2671,3,0,2,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,4,647,3375,9,1,3,183,2495,5,2,6,58,961,5,3,0,591,325,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,-1,-1,-1,-1,-1,-1,-1
